60000 -802.35868
60000 -805.78498
61000 232.0418
62000 -16292.358
63000 3446.6671
64000 7983.6123
65000 742.44124
66000 480.92996
67000 -1725.5557
68000 1556.2845
69000 -3241.8802
70000 2756.0596
71000 -4650.958
72000 7969.2263
73000 -17647.763
74000 4550.5547
75000 1341.0763
76000 559.22749
77000 -6139.0072
78000 11557.406
79000 -15811.847
80000 7904.9517
81000 13385.773
82000 3914.5063
83000 2766.4498
84000 -7440.4593
85000 -3307.7666
86000 -14433.246
87000 3699.4293
88000 3125.972
89000 2070.806
90000 8083.1962
91000 -9076.4831
92000 8955.8843
93000 -1031.5838
94000 -9346.3126
95000 201.5331
96000 14554.031
97000 -4091.7186
98000 -8409.8851
99000 3788.4972
100000 -9327.906
101000 -6504.2747
102000 -1431.7661
103000 2933.7471
104000 -7286.997
105000 6037.6364
106000 2929.756
107000 14660.71
108000 -3650.5569
109000 7922.3282
110000 13953.915
111000 -14029.661
112000 10154.324
113000 300.73635
114000 8251.6697
115000 2552.9475
116000 -8445.6009
117000 3191.6704
118000 -3413.2895
119000 -2748.2281
120000 -67.694643
121000 6301.9409
122000 -4059.8648
123000 3925.7135
124000 -1348.7324
125000 1569.2519
126000 1980.0789
127000 10824.818
128000 1599.2716
129000 -11709.601
130000 -3753.4755
131000 -4793.6175
132000 -1535.2313
133000 -7233.6748
134000 -4909.7011
135000 -8158.6313
136000 4120.1022
137000 8501.7055
138000 -8614.5358
139000 11060.772
140000 8741.885
141000 8231.7363
142000 -3481.0659
143000 -9011.1502
144000 1080.2562
145000 1474.6665
146000 4461.4734
147000 6403.3577
148000 7136.1006
149000 562.6345
150000 -2277.462
151000 1817.3782
152000 282.92295
153000 -6533.845
154000 -1765.6438
155000 3396.4894
156000 -6891.225
157000 3978.7622
158000 13502.448
159000 5333.1181
160000 8446.7067
161000 6065.899
162000 -4036.0071
163000 2541.8854
164000 3231.4877
165000 -8355.9176
166000 3302.7446
167000 -1435.7652
168000 -5081.7289
169000 450.94228
170000 5377.2215
171000 5622.5733
172000 -9795.1703
173000 4362.8152
174000 -8308.0823
175000 -1258.0953
176000 4160.8177
177000 5367.0771
178000 -6134.3158
179000 -8360.7879
180000 -5796.5094
181000 9277.2234
182000 -10458.612
183000 -286.38723
184000 -12504.159
185000 21170.605
186000 -7693.5302
187000 6388.2443
188000 2999.1247
189000 -948.82235
190000 912.04295
191000 10923.53
192000 -10054.138
193000 8910.1226
194000 3873.1054
195000 10267.576
196000 -2339.7707
197000 7049.7847
198000 -9621.3288
199000 277.76312
200000 -2128.1309
201000 9067.1101
202000 -8374.9655
203000 4204.0781
204000 1746.9061
205000 7386.7144
206000 5010.0208
207000 8785.4058
208000 -2581.7009
209000 -6621.3409
210000 -15757.388
211000 -6191.3998
212000 -2889.1649
213000 9662.9591
214000 7736.3501
215000 8983.2405
216000 -5404.8924
217000 5166.294
218000 2302.4976
219000 4307.6788
220000 9214.8053
221000 85.738244
222000 -4870.015
223000 -9226.6847
224000 -9734.7063
225000 -3564.9474
226000 84.149451
227000 -1557.1075
228000 -4463.4949
229000 3807.7662
230000 2832.2546
231000 308.09351
232000 -568.59742
233000 -2385.9288
234000 10280.569
235000 9435.0437
236000 5554.6042
237000 2790.5563
238000 -587.9605
239000 -1229.843
240000 7452.1675
241000 -13377.147
242000 6807.5689
243000 8402.2278
244000 2711.6952
245000 11801.867
246000 -7312.2908
